[H]ON(C(=O)O[H])C([H])([H])C(=O)O[H] 332
[H]N([H])C(=O)N(N=O)C([H])([H])C([H])([H])Cl 333
[H]ON(C([H])=O)C([H])([H])C([H])([H])P(=O)(O[H])O[H] 334
[H]OC(=O)C([H])([H])N([H])C([H])([H])P(=O)(O[H])O[H] 335
[H]OC(=O)C([H])([H])[Te]C([H])([H])[H] 336
[H]N=C([Se]C([H])([H])C([H])([H])[H])N([H])[H] 337
[H]OC(=O)C([H])([H])[Se]C([H])([H])[H] 338
[H]C([H])=C([H])C([H])([H])C#N 339
[H]OC([H])([H])C([H])([H])C(Br)=C([H])[H] 340
[H]OC(=O)C([H])(N([H])[H])C([H])=C([H])[H] 341
[H]C([H])=C(Cl)C([H])(Cl)C([H])([H])Cl 342
[H]OC(=O)C([H])([H])SC([H])([H])[H] 343
[H]N=C(SC([H])([H])C([H])([H])[H])N([H])[H] 344
[H]OC(=O)C([H])([H])SC#N 345
[H]N([H])C(=O)OC([H])=C([H])[H] 346
[H]OC([H])([H])C([H])([H])OC([H])([H])[H] 347
[H]N([H])C(=O)OC([H])([H])C([H])([H])[H] 348
[H]OC(=O)C([H])([H])OC([H])([H])[H] 349
[H]OC([H])([H])C([H])([H])OC(=O)N([H])[H] 350
[H]C([H])([H])OC(F)(F)C([H])(Cl)Cl 351
[H]C([H])([H])OC(F)(F)C([H])(F)Br 352
[H]C(F)(F)OC([H])(F)C(F)(F)F 353
[H]C(F)(F)OC(F)(F)C([H])(F)Cl 354
[H]C(F)(F)OC([H])(Cl)C(F)(F)F 355
[H]OC(=O)C([H])=C(C(=O)O[H])C([H])([H])[H] 356
[H]OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H] 357
[H]C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])[H] 358
[H]OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H] 359
[H]OC(=O)C([H])([H])N(C([H])([H])[H])C([H])([H])[H] 360
[H]OC(=O)C([H])([H])N(C(=N[H])N([H])[H])C([H])([H])[H] 361
[H]OC(=O)C([H])([H])N(C([H])([H])[H])C([H])(N([H])[H])N([H])[H] 362
[H]OP(=O)(O[H])OC([H])([H])C([H])([H])N(C(=N[H])N([H])[H])C([H])([H])[H] 363
[H]OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H] 364
